key,OUTLET_LATITUDE,OUTLET_LONGITUDE
336228,10.7909,106.69
336391,10.7657222,106.6907236
336742,10.7581651,106.6894882
336931,10.7580367,106.6895155
339971,10.7897825,106.6901738
341068,10.7704697,106.7034934
345078,10.7823669,106.7016143
346090,10.7871674,106.7017072
348109,10.7654629,106.6984487
349337,10.7669028,106.6879532
350658,10.7654629,106.6984487
351366,10.7909,106.69
351589,10.7595703,106.691906
355846,10.7725468,106.7010635
357588,10.7672779,106.6928403
358222,10.7560971,106.6854424
359910,10.765,106.698
361164,10.7894639,106.6899654
362958,10.792481,106.6964428
363159,10.7632272,106.6958503
363549,10.7649101,106.6974001
364013,10.7654629,106.6984487
364046,10.7938981,106.6942674
364092,10.7667,106.689
364688,10.7632272,106.6958503
366126,10.7672779,106.6928403
366545,10.7905,106.69
366641,10.78566,106.7007272
367000,10.7722904,106.6971834
367325,10.7663756,106.6944748
368956,10.765,106.698
369538,10.7667878,106.6889294
371069,10.7828315,106.7018593
371321,10.7592379,106.687647
372611,10.765,106.698
374956,10.7924,106.697
376011,10.7897751,106.6900677
379156,10.7654629,106.6984487
379773,10.7924402,106.6960541
380520,10.7616228,106.6928465
383191,10.7732892,106.7021457
384145,10.765,106.698
384327,10.7668766,106.6890382
385697,10.7704796,106.6991367
385914,10.7835862,106.7025557
386530,10.7894382,106.6901625
387188,10.7654629,106.6984487
387507,10.7924665,106.6971657
388043,10.7607535,106.691469
389371,10.7671854,106.692834
389486,10.7826424,106.7039645
389688,10.7698,106.7
390046,10.7668766,106.6890382
391183,10.7647,106.697
391609,10.7668766,106.6890382
392008,10.7922478,106.6966009
392901,10.7717224,106.6962541
393483,10.7668,106.689
394222,10.7913183,106.6897091
395918,10.7649463,106.689124
396914,10.7669498,106.6890021
397448,10.78566,106.7007272
397538,10.7905,106.69
398158,10.7654629,106.6984487
399278,10.789701,106.690224
399977,10.7895388,106.6902175
401448,10.7654629,106.6984487
404614,10.7579852,106.6895291
405160,10.757735,106.6864142
405529,10.7730097,106.6981262
405678,10.7922478,106.6966009
405974,10.7710411,106.7023896
406454,10.7838626,106.7054914
407212,10.7897751,106.6900677
409840,10.793074,106.6873193
410253,10.7600861,106.6918451
410299,10.7632272,106.6958503
412945,10.7610809,106.6927835
414569,10.7698,106.7
415615,10.7632272,106.6958503
415898,10.789701,106.690224
416898,10.7823415,106.7041035
419777,10.7938568,106.6945436
419925,10.8384067,106.6824892
420763,10.7667878,106.6889294
421978,10.7897051,106.6981778
423037,10.7626379,106.6877352
428976,10.7732948,106.6983565
429342,10.7726719,106.7035296
429518,10.7669498,106.6890021
430029,10.7649,106.698
430513,10.7647459,106.6975358
430727,10.7635406,106.6957876
431713,10.7670379,106.6891558
432019,10.765,106.698
433726,10.7637265,106.6896157
434241,10.7924558,106.6964181
436733,10.7929993,106.6873405
438735,10.7826748,106.7039123
439804,10.7672176,106.6871792
440051,10.7698,106.7
440997,10.7629301,106.6877684
441186,10.7649463,106.689124
443922,10.7632272,106.6958503
443932,10.7898098,106.6901491
447183,10.7896102,106.6900938
449535,10.767273,106.6871225
450103,10.7643554,106.6861829
450172,10.7667,106.689
451466,10.79,106.69
452998,10.7629301,106.6877684
457160,10.7923,106.697
458125,10.7838626,106.7054914
459558,10.7939,106.691
461216,10.7579852,106.6895291
461298,10.7722389,106.6973263
461407,10.7654629,106.6984487
464699,10.7668,106.689
465488,10.7924402,106.6960541
468222,10.7643554,106.6953575
468630,10.784014,106.7002948
469931,10.7924558,106.6964181
471572,10.7818786,106.701431
472996,10.7632272,106.6958503
473066,10.7589339,106.6921444
473381,10.7814467,106.6996872
473787,10.764429,106.6941326
473888,10.7579852,106.6895291
475027,10.7649662,106.6891004
476459,10.7716158,106.7031589
477063,10.7651606,106.6975658
478011,10.7580367,106.6895155
478424,10.7900756,106.6925409
478426,10.7647,106.697
480766,10.7648,106.697
484837,10.7632272,106.6958503
486469,10.7629301,106.6877684
486801,10.7573892,106.6887184
488836,10.7924,106.697
490072,10.7897076,106.690382
491312,10.7599648,106.69445
492625,10.7923782,106.696528
498794,10.7629301,106.6877684
500217,10.7975162,106.7234072
501288,10.7632272,106.6958503
502043,10.7667838,106.6903473
502365,10.7947087,106.6928356
502994,10.7632272,106.6958503
503295,10.7894382,106.6901625
504864,10.7663756,106.6944748
506052,10.7654629,106.6984487
506250,10.7924558,106.6964181
506486,10.7894382,106.6901625
507359,10.7677426,106.6858154
507794,10.79,106.69
510135,10.765,106.698
510986,10.7649735,106.6973855
511115,10.7647,106.697
513833,10.7812921,106.6998783
515348,10.7663761,106.688038
519200,10.7652758,106.6972332
522224,10.7895143,106.6900954
522312,10.7839058,106.7031856
522667,10.7897751,106.6900677
522802,10.7897751,106.6900677
522931,10.7642504,106.6975308
523258,10.7632272,106.6958503
524466,10.7722357,106.6971571
525357,10.7704697,106.7034934
525683,10.7715933,106.703182
527247,10.7939,106.691
529283,10.7649735,106.6973855
531053,10.7704697,106.7034934
531472,10.7649463,106.689124
531643,10.7784081,106.7026197
532130,10.7623364,106.6874432
532292,10.7650864,106.6983696
534504,10.7669498,106.6890021
535463,10.765,106.698
535885,10.79,106.69
537716,10.773,106.698
538047,10.7649432,106.6948668
538912,10.7664843,106.6871757
539246,10.7603479,106.6908085
540100,10.7644517,106.6973085
542679,10.7722904,106.6971834
545739,10.7626788,106.6875741
547064,10.7727562,106.697523
549306,10.7924102,106.6907352
549545,10.7643019,106.6908466
549887,10.7896667,106.6982597
552251,10.7672779,106.6928403
553534,10.7902507,106.6902174
556777,10.7579852,106.6895291
559724,10.7927213,106.6963296
559987,10.761773,106.6933645
560911,10.7894382,106.6901625
564550,10.7924402,106.6960541
564638,10.792481,106.6964428
566245,10.7827198,106.701797
566689,10.7554,106.686
567573,10.7924102,106.6907352
567709,10.7668467,106.687285
568275,10.7902637,106.6899885
568863,10.7563868,106.689663
570452,10.7649432,106.6948668
573593,10.7667838,106.6903473
573624,10.7924355,106.6908471
574252,10.789701,106.690224
575208,10.7663756,106.6944748
576387,10.7610809,106.6927835
576956,10.7722139,106.6973184
576966,10.7938981,106.6942674
579982,10.7654629,106.6984487
584595,10.7647,106.697
585326,10.7938568,106.6945436
586051,10.7649735,106.6973855
586924,10.767394,106.6977426
587420,10.7833934,106.6962255
590063,10.765017,106.6891534
590851,10.7623364,106.6874432
591574,10.7668,106.689
591582,10.7975162,106.7234072
592219,10.7894639,106.6899654
592756,10.7826748,106.7039123
592962,10.7643554,106.6861829
593523,10.7688705,106.6984922
594858,10.7709387,106.70312
596239,10.7667838,106.6903473
598078,10.7716158,106.7031589
599096,10.7698,106.7
600086,10.761773,106.6933645
600206,10.7667,106.689
602601,10.7841415,106.7057368
603563,10.7643588,106.6889308
604687,10.7900199,106.6900208
605572,10.77034,106.7014012
606056,10.7667878,106.6889294
606682,10.756029,106.6859191
607252,10.7931238,106.6872609
607293,10.7924102,106.6907352
608796,10.765017,106.6891534
608929,10.7591328,106.6875701
613086,10.7716158,106.7031589
614748,10.7648,106.697
615626,10.7579852,106.6895291
618168,10.7938981,106.6942674
619139,10.7923859,106.6965318
619242,10.757735,106.6864142
620214,10.7643554,106.6861829
620627,10.7668766,106.6890382
620892,10.7648,106.697
623143,10.7939613,106.6907516
623474,10.793115,106.6872651
624526,10.7663958,106.6904583
625028,10.77,106.7
626272,10.7623364,106.6874432
626446,10.7905,106.69
627048,10.7698,106.7
627265,10.7897753,106.6901557
629551,10.7654629,106.6984487
629958,10.7669636,106.6891112
630517,10.7826424,106.7039645
633182,10.7931608,106.6872322
634157,10.792481,106.6964428
634665,10.7563868,106.689663
635495,10.7714513,106.7033885
636981,10.7673258,106.6887682
638334,10.7649226,106.6982183
638422,10.7643454,106.697571
639171,10.765,106.698
639461,10.7698,106.7
640553,10.7669636,106.6891112
642485,10.7730097,106.6981262
644807,10.7643996,106.6890352
646349,10.7649226,106.6982183
646415,10.7550855,106.6860467
646690,10.7647459,106.6975358
647189,10.789701,106.690224
647192,10.7733428,106.7021278
647951,10.7667838,106.6903473
648521,10.7668766,106.6890382
649884,10.765,106.698
652131,10.7654629,106.6984487
653250,10.7675711,106.6976406
653552,10.7579852,106.6895291
659191,10.7841415,106.7057368
660705,10.7922942,106.6965723
663442,10.764711,106.697554
663624,10.7727403,106.6975364
664329,10.7678541,106.6851479
666157,10.7928691,106.6909759
666696,10.7654629,106.6984487
666714,10.7573351,106.6889956
667601,10.7838626,106.7054914
670894,10.7673091,106.689409
671514,10.7643554,106.6861829
673222,10.7730097,106.6981262
673326,10.7672267,106.6984122
674477,10.7654629,106.6984487
675244,10.7894382,106.6901625
675338,10.7650864,106.6983696
676655,10.7894382,106.6901625
676882,10.7647459,106.6975358
677454,10.7897051,106.6981778
677669,10.7647459,106.6975358
677690,10.7823669,106.7016143
679842,10.7923859,106.6965318
687621,10.7647,106.697
688927,10.76351,106.6889901
688937,10.7631502,106.6911309
689842,10.765,106.698
690043,10.7667838,106.6903473
691084,10.765017,106.6891534
692367,10.7651159,106.6983492
696688,10.7592379,106.687647
696713,10.7649463,106.689124
698315,10.7667838,106.6903473
700535,10.7921692,106.69649
702275,10.7626379,106.6877352
703498,10.772873,106.7024328
705061,10.7679141,106.6854167
707118,10.7897076,106.690382
708108,10.7722139,106.6973184
708235,10.7670361,106.6914525
708452,10.7654629,106.6984487
709347,10.7623364,106.6874432
714065,10.7648343,106.6974904
714425,10.7931887,106.6935788
716669,10.7651159,106.6983492
718334,10.7641177,106.6961123
718860,10.7717224,106.6962541
720052,10.7645717,106.6925521
720213,10.7647,106.697
722691,10.7643019,106.6908466
723077,10.7698,106.7
724628,10.792481,106.6964428
725411,10.7829436,106.7036932
725872,10.7828849,106.701913
727004,10.7834888,106.7004754
727663,10.7924,106.697
727899,10.7897825,106.6901738
728034,10.7729809,106.7027629
730473,10.7975162,106.7234072
731552,10.79,106.69
731611,10.761284,106.6897541
732010,10.7701253,106.7006815
735498,10.7643454,106.697571
736788,10.7648099,106.6950303
737859,10.7626788,106.6875741
739101,10.7716432,106.7030046
739555,10.77,106.7
739689,10.7895958,106.6900892
741999,10.7897751,106.6900677
742312,10.7715933,106.703182
742446,10.7722704,106.7028595
744031,10.7650864,106.6983696
745956,10.789781,106.6900946
748806,10.7924,106.697
749644,10.7640766,106.6908268
749830,10.7679141,106.6854167
750152,10.7706,106.691
750190,10.7675047,106.6861143
752598,10.7826748,106.7039123
755071,10.7679141,106.6854167
755296,10.7649432,106.6948668
756087,10.7924402,106.6960541
756324,10.7931082,106.6872691
756340,10.7931082,106.6872691
756436,10.770539,106.6909213
756603,10.7573351,106.6889956
758482,10.7905,106.69
758993,10.7924,106.697
760884,10.7716158,106.7031589
761166,10.7629301,106.6877684
763881,10.7664843,106.6871757
764498,10.7607535,106.691469
765689,10.7924558,106.6964181
766712,10.7563868,106.689663
767956,10.7626379,106.6877352
768376,10.7896496,106.6901743
769021,10.761773,106.6933645
769075,10.783964,106.700466
771047,10.7643631,106.6861213
772763,10.7649535,106.6952178
773437,10.7838626,106.7054914
774689,10.7728,106.698
774879,10.7632272,106.6958503
775802,10.7649735,106.6973855
777029,10.7649535,106.6952178
777635,10.7824288,106.7041266
778117,10.7632272,106.6958503
778651,10.7907543,106.697519
779157,10.7629301,106.6877684
781197,10.7649432,106.6948668
781936,10.7727945,106.6981723
782284,10.7649101,106.6974001
782953,10.7719677,106.6891596
784671,10.7924,106.697
786536,10.757735,106.6864142
787273,10.766459,106.686063
787881,10.7895555,106.6900473
790315,10.7623364,106.6874432
790386,10.7626379,106.6877352
792110,10.7654629,106.6984487
792745,10.7821244,106.7015927
794852,10.7656284,106.6932768
796564,10.7897751,106.6900677
796649,10.7670603,106.689117
797378,10.7643454,106.697571
799044,10.7894382,106.6901625
803286,10.789701,106.690224
804131,10.77,106.7
805919,10.7592379,106.687647
806890,10.77,106.7
809330,10.765,106.698
810620,10.7643569,106.6941227
810882,10.7682432,106.6924033
810938,10.7715933,106.703182
811615,10.7629301,106.6877684
812427,10.7672267,106.6984122
814304,10.7668766,106.6890382
814578,10.7911798,106.6970731
815216,10.7643631,106.6861213
815985,10.7626379,106.6877352
816899,10.7673792,106.6977163
818726,10.7722704,106.7028595
820117,10.765,106.698
822333,10.7643554,106.6861829
822428,10.7704796,106.6991367
823966,10.7642061,106.6946073
825463,10.7645541,106.6974534
826395,10.770539,106.6909213
828404,10.7799333,106.701336
828880,10.7629301,106.6877684
829943,10.7896102,106.6900938
835612,10.7784081,106.7026197
836675,10.7905,106.69
837486,10.7669498,106.6890021
837937,10.7656013,106.6983218
838350,10.7922478,106.6966009
838394,10.7623364,106.6874432
839196,10.7913183,106.6897091
843945,10.7632272,106.6958503
844609,10.7913183,106.6897091
845537,10.7899,106.694
846108,10.7610809,106.6927835
848796,10.7896667,106.6982597
848897,10.7645728,106.6976195
849971,10.7856062,106.700577
852916,10.7645425,106.6944985
853847,10.7923859,106.6965318
854063,10.7654629,106.6984487
855582,10.7668766,106.6890382
856000,10.7623364,106.6874432
856121,10.7616228,106.6928465
857273,10.7649735,106.6973855
857528,10.7654629,106.6984487
858198,10.7654629,106.6984487
858315,10.7666,106.689
858490,10.7649735,106.6973855
858585,10.7898098,106.6901491
859606,10.7563868,106.689663
860760,10.7947087,106.6928356
860776,10.789701,106.690224
861433,10.7828315,106.7018593
861725,10.7667878,106.6889294
862299,10.7730784,106.7029524
863528,10.7821244,106.7015927
863541,10.7896496,106.6901743
868319,10.7701253,106.7006815
870603,10.764711,106.697554
872640,10.7895137,106.6902092
875508,10.7579852,106.6895291
876738,10.7922942,106.6965723
878170,10.7648099,106.6950303
878909,10.7647,106.697
879756,10.7909411,106.6910529
879925,10.785757,106.7006946
880331,10.7661776,106.6894136
881520,10.7663274,106.6944859
884083,10.79,106.69
886332,10.7643019,106.6908466
888867,10.7651159,106.6983492
889346,10.7902637,106.6899885
889406,10.7670799,106.6907936
891429,10.7666,106.689
893263,10.7579852,106.6895291
894815,10.7629301,106.6877684
895657,10.7924,106.697
896767,10.7716432,106.7030046
899411,10.7897651,106.6904451
899719,10.7668347,106.6873062
901356,10.7648099,106.6950303
902762,10.7894461,106.6899821
902958,10.7610809,106.6927835
903064,10.7674409,106.6927589
903701,10.770539,106.6909213
904103,10.7641174,106.6963285
904311,10.7913183,106.6897091
907253,10.761773,106.6933645
908286,10.7897051,106.6981778
909896,10.7654629,106.6984487
913609,10.7645728,106.6976195
914331,10.7897751,106.6900677
914468,10.7839316,106.7003933
914694,10.7654629,106.6984487
915743,10.7922478,106.6966009
915793,10.7673102,106.6977525
917109,10.7645425,106.6944985
917479,10.7649101,106.6974001
918085,10.7592379,106.687647
920336,10.7649735,106.6973855
923527,10.7894382,106.6901625
923697,10.7669498,106.6890021
924080,10.7643235,106.6961151
924798,10.8380189,106.6824856
926145,10.7921692,106.69649
926421,10.7857,106.7
932288,10.7598138,106.6918459
932679,10.765017,106.6891534
933124,10.7895106,106.6902053
933197,10.7731213,106.6984412
933274,10.7726354,106.7026678
933417,10.7666,106.689
934640,10.7667838,106.6903473
934641,10.7649735,106.6973855
935158,10.7667838,106.6903473
935607,10.7924,106.697
937126,10.7669028,106.6879532
937497,10.7922478,106.6966009
938500,10.7610809,106.6927835
939860,10.7905,106.69
940030,10.7905,106.69
940389,10.7667,106.689
940988,10.77288,106.7016231
941192,10.7626379,106.6877352
943846,10.7887745,106.6992318
943939,10.7894382,106.6901625
945978,10.7913183,106.6897091
946430,10.7669498,106.6890021
946688,10.7592379,106.687647
946884,10.7728153,106.7025765
947086,10.7610809,106.6927835
947716,10.765,106.698
949247,10.7649463,106.689124
949252,10.7579852,106.6895291
950497,10.7691687,106.7017848
950638,10.7663274,106.6944859
951571,10.7642685,106.6868211
952748,10.7580367,106.6895155
956149,10.7894382,106.6901625
957173,10.7550855,106.6860467
957318,10.7626379,106.6877352
960443,10.7897751,106.6900677
963691,10.7676238,106.6905588
964097,10.7898098,106.6901491
968782,10.7657222,106.6907236
969823,10.7728,106.698
971241,10.764154,106.6964203
972894,10.7823669,106.7016143
975760,10.7918438,106.6998334
975773,10.7932231,106.6872584
978937,10.764608,106.6916461
980920,10.7650948,106.6857924
981982,10.7732948,106.6983565
982059,10.7924402,106.6960541
982310,10.7922942,106.6965723
983652,10.7669028,106.6879532
984005,10.7663756,106.6944748
985107,10.7623364,106.6874432
986848,10.7923859,106.6965318
989366,10.7600861,106.6918451
989517,10.7645728,106.6976195
989675,10.7642061,106.6946073
992267,10.7924402,106.6960541
992454,10.7898098,106.6901491
994200,10.7668766,106.6890382
994304,10.76351,106.6889901
997160,10.7827198,106.701797
999105,10.7899,106.694
999547,10.7938568,106.6945436
999755,10.7668347,106.6873062
1000407,10.7667,106.689
1001324,10.7841415,106.7057368
1002542,10.7929993,106.6873405
1003485,10.7550855,106.6860467
1004018,10.7931887,106.6935788
1004084,10.765017,106.6891534
1004726,10.7704697,106.7034934
1007180,10.761773,106.6933645
1009546,10.76,106.69
1009596,10.7814467,106.6996872
1010441,10.7898098,106.6901491
1010478,10.7929993,106.6873405
1010649,10.7637265,106.6896157
1011527,10.7668766,106.6890382
1012753,10.7671854,106.692834
1014439,10.7647,106.697
1014638,10.7688329,106.6992816
1015672,10.7673951,106.6977588
1015710,10.7623364,106.6874432
1016429,10.7840862,106.7003834
1016550,10.7706639,106.6908347
1017216,10.7921692,106.69649
1019489,10.765,106.698
1020525,10.7813231,106.6998682
1024248,10.7647,106.697
1024354,10.7733224,106.7012884
1025573,10.789701,106.690224
1025933,10.7634787,106.6977162
1026795,10.7648,106.697
1028759,10.7649101,106.6974001
1029759,10.7924,106.697
1031558,10.7667,106.689
1032070,10.7623364,106.6874432
1032158,10.7668347,106.6873062
1032173,10.7667845,106.6890445
1032193,10.7691697,106.7020614
1032925,10.7931082,106.6872691
1033089,10.7902637,106.6899885
1033682,10.7780395,106.6992331
1033742,10.7649535,106.6952178
1034847,10.7616228,106.6928465
1035358,10.7685272,106.6971763
1035612,10.7580367,106.6895155
1035722,10.7931238,106.6872609
1035800,10.7894382,106.6901625
1038212,10.7580367,106.6895155
1038657,10.7808627,106.7046807
1039635,10.767424,106.689233
1040614,10.7896496,106.6901743
1040699,10.7579852,106.6895291
1044160,10.7897076,106.690382
1045351,10.7857,106.7
1046349,10.7897751,106.6900677
1046779,10.7657222,106.6907236
1046923,10.7580528,106.6907599
1047275,10.7827198,106.701797
1047501,10.7650864,106.6983696
1048898,10.7701003,106.6886484
1051151,10.7668766,106.6890382
1053284,10.7812921,106.6998783
1054022,10.7667,106.689
1054437,10.7895555,106.6900473
1054589,10.7899,106.694
1054848,10.7856062,106.700577
1055049,10.7635406,106.6957876
1055875,10.7667,106.689
1055970,10.7924402,106.6960541
1058366,10.7641174,106.6963285
1058723,10.7670379,106.6891558
1058758,10.7824288,106.7041266
1060285,10.7913183,106.6897091
1061667,10.7887745,106.6992318
1062952,10.7582907,106.6889573
1066340,10.7610809,106.6927835
1066661,10.7818786,106.701431
1067906,10.7581651,106.6894882
1068232,10.789494,106.6903451
1069087,10.7691697,106.7020614
1069171,10.7722139,106.6973184
1069471,10.769015,106.6900388
1070253,10.7674409,106.6927589
1070396,10.7975162,106.7234072
1070581,10.7896102,106.6900938
1071466,10.7897051,106.6981778
